id,org_unit,indicator,period,deaths
8668,Tharaka Nithi County,Total Perinatal Deaths,December 2025,12
8669,Tharaka Nithi County,Total Perinatal Deaths,January 2026,18
8670,Tharaka Nithi County,Total Perinatal Deaths,February 2026,16
8671,Tharaka Nithi County,Total Perinatal Deaths,March 2026,11
8672,Tharaka Nithi County,Total Perinatal Deaths,April 2026,11
8673,Trans Nzoia County,Total Perinatal Deaths,May 2025,63
8674,Trans Nzoia County,Total Perinatal Deaths,June 2025,61
8675,Trans Nzoia County,Total Perinatal Deaths,July 2025,86
8676,Trans Nzoia County,Total Perinatal Deaths,August 2025,40
8677,Trans Nzoia County,Total Perinatal Deaths,September 2025,29
8678,Trans Nzoia County,Total Perinatal Deaths,October 2025,44
8679,Trans Nzoia County,Total Perinatal Deaths,November 2025,53
8680,Trans Nzoia County,Total Perinatal Deaths,December 2025,42
8681,Trans Nzoia County,Total Perinatal Deaths,January 2026,57
8682,Trans Nzoia County,Total Perinatal Deaths,February 2026,49
8683,Trans Nzoia County,Total Perinatal Deaths,March 2026,66
8684,Trans Nzoia County,Total Perinatal Deaths,April 2026,73
8685,Turkana County,Total Perinatal Deaths,May 2025,36
8686,Turkana County,Total Perinatal Deaths,June 2025,39
8687,Turkana County,Total Perinatal Deaths,July 2025,24
8688,Turkana County,Total Perinatal Deaths,August 2025,40
8689,Turkana County,Total Perinatal Deaths,September 2025,34
8690,Turkana County,Total Perinatal Deaths,October 2025,31
8691,Turkana County,Total Perinatal Deaths,November 2025,26
8692,Turkana County,Total Perinatal Deaths,December 2025,41
8693,Turkana County,Total Perinatal Deaths,January 2026,33
8694,Turkana County,Total Perinatal Deaths,February 2026,46
8695,Turkana County,Total Perinatal Deaths,March 2026,28
8696,Turkana County,Total Perinatal Deaths,April 2026,56
8697,Uasin Gishu County,Total Perinatal Deaths,May 2025,39
8698,Uasin Gishu County,Total Perinatal Deaths,June 2025,42
8699,Uasin Gishu County,Total Perinatal Deaths,July 2025,46
8700,Uasin Gishu County,Total Perinatal Deaths,August 2025,59
8701,Uasin Gishu County,Total Perinatal Deaths,September 2025,57
8702,Uasin Gishu County,Total Perinatal Deaths,October 2025,50
8703,Uasin Gishu County,Total Perinatal Deaths,November 2025,37
8704,Uasin Gishu County,Total Perinatal Deaths,December 2025,53
8705,Uasin Gishu County,Total Perinatal Deaths,January 2026,66
8706,Uasin Gishu County,Total Perinatal Deaths,February 2026,55
8707,Uasin Gishu County,Total Perinatal Deaths,March 2026,45
8708,Uasin Gishu County,Total Perinatal Deaths,April 2026,53
8709,Vihiga County,Total Perinatal Deaths,May 2025,22
8710,Vihiga County,Total Perinatal Deaths,June 2025,17
8711,Vihiga County,Total Perinatal Deaths,July 2025,19
8712,Vihiga County,Total Perinatal Deaths,August 2025,26
8713,Vihiga County,Total Perinatal Deaths,September 2025,16
8714,Vihiga County,Total Perinatal Deaths,October 2025,19
8715,Vihiga County,Total Perinatal Deaths,November 2025,13
8716,Vihiga County,Total Perinatal Deaths,December 2025,21
8717,Vihiga County,Total Perinatal Deaths,January 2026,26
8718,Vihiga County,Total Perinatal Deaths,February 2026,12
8719,Vihiga County,Total Perinatal Deaths,March 2026,20
8720,Vihiga County,Total Perinatal Deaths,April 2026,32
8721,Wajir County,Total Perinatal Deaths,May 2025,43
8722,Wajir County,Total Perinatal Deaths,June 2025,32
8723,Wajir County,Total Perinatal Deaths,July 2025,32
8724,Wajir County,Total Perinatal Deaths,August 2025,18
8725,Wajir County,Total Perinatal Deaths,September 2025,27
8726,Wajir County,Total Perinatal Deaths,October 2025,28
8727,Wajir County,Total Perinatal Deaths,November 2025,24
8728,Wajir County,Total Perinatal Deaths,December 2025,27
8729,Wajir County,Total Perinatal Deaths,January 2026,30
8730,Wajir County,Total Perinatal Deaths,February 2026,20
8731,Wajir County,Total Perinatal Deaths,March 2026,30
8732,Wajir County,Total Perinatal Deaths,April 2026,33
8733,West Pokot County,Total Perinatal Deaths,May 2025,30
8734,West Pokot County,Total Perinatal Deaths,June 2025,49
8735,West Pokot County,Total Perinatal Deaths,July 2025,44
8736,West Pokot County,Total Perinatal Deaths,August 2025,69
8737,West Pokot County,Total Perinatal Deaths,September 2025,57
8738,West Pokot County,Total Perinatal Deaths,October 2025,57
8739,West Pokot County,Total Perinatal Deaths,November 2025,52
8740,West Pokot County,Total Perinatal Deaths,December 2025,65
8741,West Pokot County,Total Perinatal Deaths,January 2026,62
8742,West Pokot County,Total Perinatal Deaths,February 2026,80
8743,West Pokot County,Total Perinatal Deaths,March 2026,75
8744,West Pokot County,Total Perinatal Deaths,April 2026,70
8745,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8746,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8747,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,4
8748,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8749,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8750,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
8751,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8752,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8753,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8754,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,6
8755,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8756,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8757,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
8758,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8759,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
8760,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8761,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
8762,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,4
8763,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8764,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8765,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8766,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
8767,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8768,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
8769,Nyandarua County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8770,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8771,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
8772,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
8773,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
8774,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
8775,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8776,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
8777,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8778,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
8779,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,8
8780,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8781,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8782,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
8783,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8784,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,4
8785,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8786,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
8787,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8788,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8789,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
8790,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,3
8791,Tana River County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
8792,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8793,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,3
8794,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
8795,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8796,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8797,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8798,Migori County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8799,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8800,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,4
8801,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8802,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
8803,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
8804,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8805,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
8806,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8807,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8808,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
8809,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
8810,Lamu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8811,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
8812,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8813,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
8814,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
8815,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
8816,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8817,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
8818,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
8819,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
8820,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8821,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8822,Tharaka Nithi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
8823,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
8824,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8825,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8826,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
8827,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
8828,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8829,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
8830,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8831,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
8832,Baringo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8833,Kitui County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
8834,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
8835,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8836,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
8837,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8838,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8839,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8840,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8841,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
8842,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
8843,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,5
8844,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
8845,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
8846,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8847,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8848,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
8849,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8850,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8851,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8852,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8853,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8854,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8855,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,4
8856,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8857,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
8858,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
8859,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
8860,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,4
8861,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
8862,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8863,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
8864,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8865,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
8866,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
8867,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
8868,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8869,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
8870,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
8871,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8872,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,5
8873,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8874,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
8875,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8876,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
8877,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8878,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8879,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8880,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8881,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8882,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
8883,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8884,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
8885,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
8886,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
8887,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,4
8888,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,4
8889,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
8890,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
8891,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
8892,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8893,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
8894,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
8895,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
8896,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
8897,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
8898,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
8899,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
8900,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
8901,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
